unique_id,text,RELEVANCE_x,llm_query,RELEVANCE_y,iteration
232,"Tonga’s smallness in size, and low -lying and scattered geography , has placed her as  one of many small islands living on the frontlines of climate change.",Not relevant,"232 Tonga’s smallness in size, and low -lying and scattered geography , has placed her as  one of many small islands living on the frontlines of climate change.
",Relevant,1
233,"Tonga has been  identified as the second most -at-risk country in the world to natural hazards, which is  further compounded by the adverse impacts of climate change.",Not relevant,"233 Tonga has been  identified as the second most -at-risk country in the world to natural hazards, which is  further compounded by the adverse impacts of climate change.
",Relevant,1
234,Testament to these climate impacts is the most recent Tropical Cyclone Ian.,Not relevant,"234 Testament to these climate impacts is the most recent Tropical Cyclone Ian.
",Not relevant,1
235,"A  Category 5 cyclone , which in January of this year, devastated Tonga’s central  island group of Ha’apai resulting in destruction totalling US$120 Million.",Not relevant,"235 A  Category 5 cyclone , which in January of this year, devastated Tonga’s central  island group of Ha’apai resulting in destruction totalling US$120 Million.
",Not relevant,1
236,"With science propos ing an increase in frequency and intensity of tropical cyclones, this places an even greater burden on Tonga and all Small Island Developing States.",Not relevant,"236 With science propos ing an increase in frequency and intensity of tropical cyclones, this places an even greater burden on Tonga and all Small Island Developing States.
",Relevant,1
237,"Yet we remain committed to mitigating these risks to our lives and livelihoods , and to building our capacity and resilience.",Statement of intent,"237 Yet we remain committed to mitigating these risks to our lives and livelihoods , and to building our capacity and resilience.
",Relevant,1
238,"Tonga recognizes the threat that climate change poses, and has made significant steps toward a more resilient and sustainable future through application of both vertical and horizontal integration of climate change related stakeholders ensuring a ‘whole -of-country approach’ in the fight against climate change .",Not relevant,"238 Tonga recognizes the threat that climate change poses, and has made significant steps toward a more resilient and sustainable future through application of both vertical and horizontal integration of climate change related stakeholders ensuring a ‘whole -of-country approach’ in the fight against climate change .
",Relevant,1
239,"Tonga is the pioneer in the synthesis of Climate Change and Disaster Risk through implementation of our Joint National Action Plan on Climate Change Adaptation and Disaster Risk Management, and we have now increased our mitigation efforts to achieve an ambitious 100% RE by 2020 via Tonga’s Energy Road Map.",Statement of intent,"239 Tonga is the pioneer in the synthesis of Climate Change and Disaster Risk through implementation of our Joint National Action Plan on Climate Change Adaptation and Disaster Risk Management, and we have now increased our mitigation efforts to achieve an ambitious 100% RE by 2020 via Tonga’s Energy Road Map.
",Relevant,1
240,"Tonga also pioneered the Pacific Region in the establishment of its Parliamentary Standing Committee on Environment, Climate Change and Disaster, and the first in the Pacific to implement its Third National Communication.",Not relevant,"240 Tonga also pioneered the Pacific Region in the establishment of its Parliamentary Standing Committee on Environment, Climate Change and Disaster, and the first in the Pacific to implement its Third National Communication.
",Not relevant,1
241,These activities are testament to Tonga’s marked increase and high priority to  both mitigate and adapt to the impacts of climate change.,Not relevant,"241 These activities are testament to Tonga’s marked increase and high priority to  both mitigate and adapt to the impacts of climate change.
",Relevant,1
242,"Tonga consider s climate change to be the greatest threat to our very survival ,  and have highlighted through national efforts, the need to respond urgently  and adequately to the social, economic and security impacts of climate change, to  ensure our survival and viability .",Not relevant,"242 Tonga consider s climate change to be the greatest threat to our very survival ,  and have highlighted through national efforts, the need to respond urgently  and adequately to the social, economic and security impacts of climate change, to  ensure our survival and viability .
",Relevant,1
243,"With only 0.01 % of global emissions produced by the Pacific as a region, Tonga  understands that we co -exist in a Global Commons, and that as a global family we  must foster global partnerships as a measure to catalyze global ambitions.",Relevant,"243 With only 0.01 % of global emissions produced by the Pacific as a region, Tonga  understands that we co -exist in a Global Commons, and that as a global family we  must foster global partnerships as a measure to catalyze global ambitions.
",Relevant,1
244,"Yet, in light of our limited human resources, and economic capacity, we as one of the worlds most vulnerable countries, have no alternative but to leave no stone unturned, or leave anything to chance, and spare no expense , because no monetary value can be ascribed to ‘one’s ri ght to exist’.",Relevant,"244 Yet, in light of our limited human resources, and economic capacity, we as one of the worlds most vulnerable countries, have no alternative but to leave no stone unturned, or leave anything to chance, and spare no expense , because no monetary value can be ascribed to ‘one’s ri ght to exist’.
",Relevant,1
245,"It is in this context , that the Government and the people of the Kingdom of Tonga urge world leaders to revise their development strategies by taking up the challenge of adopting and reverting to more sustainable means for develop ment, which is key to ensuring a sustainable and cleaner future for all.",Relevant,"245 It is in this context , that the Government and the people of the Kingdom of Tonga urge world leaders to revise their development strategies by taking up the challenge of adopting and reverting to more sustainable means for develop ment, which is key to ensuring a sustainable and cleaner future for all.
",Statement of intent,1
246,"The failure to act and implement such initiatives to counter the effects of climate change will guarantee the rapid deterioration of our planet , our people, our islands, and our cultures.",Not relevant,"246 The failure to act and implement such initiatives to counter the effects of climate change will guarantee the rapid deterioration of our planet , our people, our islands, and our cultures.
",Relevant,1
247,"Chair, al low me to call on world leaders to seek solutions that focus on  accelerating actions and increasing ambition and to also take concrete action  nationally and in doing so we may discontinue existing in this ‘Tragedy of t he  Commons’  16.",Relevant,"247 Chair, al low me to call on world leaders to seek solutions that focus on  accelerating actions and increasing ambition and to also take concrete action  nationally and in doing so we may discontinue existing in this ‘Tragedy of t he  Commons’  16.
",Statement of intent,1
248,"Finally as Chair of the Pacific Small Island Developing States (PSIDs) , a group statement will be attached herein and uploaded to the UNFCCC website.",Not relevant,"248 Finally as Chair of the Pacific Small Island Developing States (PSIDs) , a group statement will be attached herein and uploaded to the UNFCCC website.
",Not relevant,1
249,"  Thank you Mr. President ,  Malo ‘aupito     1.",Not relevant,"249   Thank you Mr. President ,  Malo ‘aupito     1.
",Not relevant,1
250,"The following Pacific Small Island Developing States (PSIDS) are represented in Lima, namely: Cook Islands, Federated States of Micronesia, Fiji, Kiribati, Nauru, Republic of Marshall Islands, Palau, Papua New Guinea, Samoa, Solomon Islands, Tonga, and Tuvalu.",Not relevant,"250 The following Pacific Small Island Developing States (PSIDS) are represented in Lima, namely: Cook Islands, Federated States of Micronesia, Fiji, Kiribati, Nauru, Republic of Marshall Islands, Palau, Papua New Guinea, Samoa, Solomon Islands, Tonga, and Tuvalu.
",Not relevant,1
251,The PSIDS Group also aligns itself with the Statement delivered by the Chair of the Alliance of Small Island States (AOSIS).,Not relevant,"251 The PSIDS Group also aligns itself with the Statement delivered by the Chair of the Alliance of Small Island States (AOSIS).
",Not relevant,1
252,"The PSIDS Group would like to extend its deep appreciation to you, the people, and the Government of Peru for hosting this very important event for the great hospitality and support provided to our delegations.",Not relevant,"252 The PSIDS Group would like to extend its deep appreciation to you, the people, and the Government of Peru for hosting this very important event for the great hospitality and support provided to our delegations.
",Not relevant,1
253,"Recognizing that 2014 is the International Year of SIDS the PSIDS Group were actively involved in this year’s SIDS confere nce, as with the Rio, Barbados, Johannesburg, Mauritius and Rio+20 conferences.",Not relevant,"253 Recognizing that 2014 is the International Year of SIDS the PSIDS Group were actively involved in this year’s SIDS confere nce, as with the Rio, Barbados, Johannesburg, Mauritius and Rio+20 conferences.
",Not relevant,1
254,"As articulated by the Hon. Prime Minister of Samoa: “the 'special case of SIDS’ is a clear recognition by partners of our vulnerabilities and the unique challenges faced by o ur small, isolated, but incredibly beautiful and unique island nations”.",Not relevant,"254 As articulated by the Hon. Prime Minister of Samoa: “the 'special case of SIDS’ is a clear recognition by partners of our vulnerabilities and the unique challenges faced by o ur small, isolated, but incredibly beautiful and unique island nations”.
",Not relevant,1
255,We share the concerns the UN Secretary General raised a few months ago at the UN Climate Summit on Climate change in New York about the extreme vulnerability of Small Island Developi ng States.,Not relevant,"255 We share the concerns the UN Secretary General raised a few months ago at the UN Climate Summit on Climate change in New York about the extreme vulnerability of Small Island Developi ng States.
",Not relevant,1
256,"The Pacific region has many of the most low -lying countries on Earth – Kiribati, Tuvalu and the Marshall Islands, parts of FSM, Cook Islands, Fiji, Palau, Solomon Islands, PNG, as well as Nauru.",Not relevant,"256 The Pacific region has many of the most low -lying countries on Earth – Kiribati, Tuvalu and the Marshall Islands, parts of FSM, Cook Islands, Fiji, Palau, Solomon Islands, PNG, as well as Nauru.
",Not relevant,1
257,"Although our Pacific countries only contribute 0 .03% of the world’s greenhouse gas emissions, we will be the first to go under water if the business as usual scenarios of the IPCC eventuate.",Not relevant,"257 Although our Pacific countries only contribute 0 .03% of the world’s greenhouse gas emissions, we will be the first to go under water if the business as usual scenarios of the IPCC eventuate.
",Relevant,1
258,We have continuously called for ambitious global targets which would ensure our long term survival as nations.,Not relevant,"258 We have continuously called for ambitious global targets which would ensure our long term survival as nations.
",Statement of intent,1
259,"As you may know, SIDS have called for the most ambitious target of limiting global warming to no more than 1.5 degrees Celsius above pre -industrial levels.",Not relevant,"259 As you may know, SIDS have called for the most ambitious target of limiting global warming to no more than 1.5 degrees Celsius above pre -industrial levels.
",Relevant,1
260,"We must all work collectively, with a sense of urgency and purpose, to address these challenges a nd to support all island countries to become more resilient.",Relevant,"260 We must all work collectively, with a sense of urgency and purpose, to address these challenges a nd to support all island countries to become more resilient.
",Statement of intent,1
261,"In the Pacific, our actions on the ground focus on strengthening resilience – through implementation of climate change adaptation and renewable energy strategies in sectors such as water, agricu lture, food security, health, tourism, energy and coastal zone management, continuing to build on the lessons and good practices from our climate change projects.",Not relevant,"261 In the Pacific, our actions on the ground focus on strengthening resilience – through implementation of climate change adaptation and renewable energy strategies in sectors such as water, agricu lture, food security, health, tourism, energy and coastal zone management, continuing to build on the lessons and good practices from our climate change projects.
",Not relevant,1
262,Pacific island countries are taking measures to protect and better manage natural ecosystems and address emerging challenges.,Not relevant,"262 Pacific island countries are taking measures to protect and better manage natural ecosystems and address emerging challenges.
",Not relevant,1
263,This is vital to protect our precious island biodiversity and also as a key front line response to a changing climate and rising sea levels.,Not relevant,"263 This is vital to protect our precious island biodiversity and also as a key front line response to a changing climate and rising sea levels.
",Relevant,1
264,"Our work on the ground is based on the best available science, drawn from the Intergovernmental Panel on Climate Change and other credible research programs.",Not relevant,"264 Our work on the ground is based on the best available science, drawn from the Intergovernmental Panel on Climate Change and other credible research programs.
",Not relevant,1
265,"The point is that the Pacific Island Countries have done a lot on climate change with limited resources, but much more n eeds to be done.",Statement of intent,"265 The point is that the Pacific Island Countries have done a lot on climate change with limited resources, but much more n eeds to be done.
",Relevant,1
266,"On adaptation, we need to replicate the successes of effective projects.",Statement of intent,"266 On adaptation, we need to replicate the successes of effective projects.
",Statement of intent,1
267,This is a key message for the UNFCCC – the Pacific have the skills and knowledge to implement real tangible solutions.,Not relevant,"267 This is a key message for the UNFCCC – the Pacific have the skills and knowledge to implement real tangible solutions.
",Relevant,1
268,"The guidance to the financing mechanisms should call for flexibility for SIDS and allow for replication of best practices, and should be commensurate to needs in the region.",Relevant,"268 The guidance to the financing mechanisms should call for flexibility for SIDS and allow for replication of best practices, and should be commensurate to needs in the region.
",Statement of intent,1
269,The climate change negotiations are entering a crucial stage as we prepare for developing a new legal instrument. ,Not relevant,"269 The climate change negotiations are entering a crucial stage as we prepare for developing a new legal instrument. 
",Not relevant,1
270,"While many terms are being used to describe it, in the region our stakeholders are very clear that we talk about a legally binding treaty.",Not relevant,"270 While many terms are being used to describe it, in the region our stakeholders are very clear that we talk about a legally binding treaty.
",Relevant,1
271,The Pacific needs certainty and assurances that all countries will do what the eventual treaty will say.,Statement of intent,"271 The Pacific needs certainty and assurances that all countries will do what the eventual treaty will say.
",Statement of intent,1
272,The issue is too i mportant.,Not relevant,"272 The issue is too i mportant.
",Relevant,1
273,"Climate change has as much if not more destructive power than the scourge of terrorism, and we do not hear leaders talk about setting up a voluntary market based response to counter terrorism! ",Not relevant,"273 Climate change has as much if not more destructive power than the scourge of terrorism, and we do not hear leaders talk about setting up a voluntary market based response to counter terrorism! 
",Relevant,1
274,There are no endless discussions on whether there should be co -financing measures to protect our citizens.,Not relevant,"274 There are no endless discussions on whether there should be co -financing measures to protect our citizens.
",Relevant,1
275,"Furthermore, we hope to seek clarity on the INDC process at this session.",Statement of intent,"275 Furthermore, we hope to seek clarity on the INDC process at this session.
",Statement of intent,1
276,"It is important for the long term survival of SIDS that the ambitions put forward by countries deliver real reductions in e missions that can be quantifiable, and are measurable and transparent.",Statement of intent,"276 It is important for the long term survival of SIDS that the ambitions put forward by countries deliver real reductions in e missions that can be quantifiable, and are measurable and transparent.
",Relevant,1
277,"As mentioned earlier, SIDS stand ready to do their part, and with assistance from the international community stand ready to contribute with concrete climate actions.",Statement of intent,"277 As mentioned earlier, SIDS stand ready to do their part, and with assistance from the international community stand ready to contribute with concrete climate actions.
",Relevant,1
278,We call on devel opment partners to accelerate technical and financial support to the Pacific Island countries to enable us to develop our INDCs and translate our ambitious aspirations into actions.,Relevant,"278 We call on devel opment partners to accelerate technical and financial support to the Pacific Island countries to enable us to develop our INDCs and translate our ambitious aspirations into actions.
",Statement of intent,1
279,"While SIDS stand ready to contribute to global actions on climate chan ge, it can only do so through the provision of on -going financial and technical support.",Not relevant,"279 While SIDS stand ready to contribute to global actions on climate chan ge, it can only do so through the provision of on -going financial and technical support.
",Relevant,1
280,"We are most appreciative, therefore, of the on -going work to ensure that the GCF becomes operational, and we trust that the capacity constraints faced by SIDS will be taken into consideration when determining criteria to access funds.",Not relevant,"280 We are most appreciative, therefore, of the on -going work to ensure that the GCF becomes operational, and we trust that the capacity constraints faced by SIDS will be taken into consideration when determining criteria to access funds.
",Not relevant,1
281,"At the same time the Adaptation Fund is an important funding mechanism to our region, and we call for continued support, including the 80 million dollars that has been requested to ensur e that the AF remains operational.",Relevant,"281 At the same time the Adaptation Fund is an important funding mechanism to our region, and we call for continued support, including the 80 million dollars that has been requested to ensur e that the AF remains operational.
",Statement of intent,1
282,We would also like to note that our private sector is willing to engage on climate change but the current one -size-fits-all approach of the Multilateral Development Banks is not conducive to the constructive and innovativ e ideas coming from our region.,Not relevant,"282 We would also like to note that our private sector is willing to engage on climate change but the current one -size-fits-all approach of the Multilateral Development Banks is not conducive to the constructive and innovativ e ideas coming from our region.
",Not relevant,1
283,Having a $10 million floor for concessional loans represents a “valley of death” for climate change financing.,Not relevant,"283 Having a $10 million floor for concessional loans represents a “valley of death” for climate change financing.
",Relevant,1
284,Loss and Damage is an important issue to all PSIDS.,Not relevant,"284 Loss and Damage is an important issue to all PSIDS.
",Relevant,1
285,"As such, we fought hard to have the Warsaw Internationa l Mechanism established at COP 19.",Not relevant,"285 As such, we fought hard to have the Warsaw Internationa l Mechanism established at COP 19.
",Not relevant,1
286,Addressing loss and damage from the adverse effects of climate change is an issue of fundamental importance to the Pacific Islands whose communities and economies are trying to cope with immediate losses that are no w being experienced for which there is no capacity to respond.,Not relevant,"286 Addressing loss and damage from the adverse effects of climate change is an issue of fundamental importance to the Pacific Islands whose communities and economies are trying to cope with immediate losses that are no w being experienced for which there is no capacity to respond.
",Relevant,1
287,"Indeed the very existence of a number of our member countries is in peril and the science tells us that impact such as sea level rise, ocean acidification and temperature increases are manifest ing faster and in greater volume than predicted just five years ago.",Not relevant,"287 Indeed the very existence of a number of our member countries is in peril and the science tells us that impact such as sea level rise, ocean acidification and temperature increases are manifest ing faster and in greater volume than predicted just five years ago.
",Relevant,1
288,We are placed in a position of having to deal with loss and damage from climate change impacts that cannot be adapted to.,Not relevant,"288 We are placed in a position of having to deal with loss and damage from climate change impacts that cannot be adapted to.
",Relevant,1
289,The very survival of our member nations is in all our hands .,Not relevant,"289 The very survival of our member nations is in all our hands .
",Relevant,1
290,This is a grave responsibility and we must act with the urgency it demands.,Relevant,"290 This is a grave responsibility and we must act with the urgency it demands.
",Relevant,1
291,We would like to acknowledge the efforts and work done by the Interim Executive Committee on the two -year work plan.,Not relevant,"291 We would like to acknowledge the efforts and work done by the Interim Executive Committee on the two -year work plan.
",Not relevant,1
292,"We therefore, would like to take this opportunity to th ank the members of the interim Executive Committee for their efforts and hard work.",Not relevant,"292 We therefore, would like to take this opportunity to th ank the members of the interim Executive Committee for their efforts and hard work.
",Not relevant,1
293,It is imperative that the work ahead places clear focus and priority on particularly vulnerable developing countries supported by partners as it is set out in Article 4 of the Convention.,Relevant,"293 It is imperative that the work ahead places clear focus and priority on particularly vulnerable developing countries supported by partners as it is set out in Article 4 of the Convention.
",Relevant,1
294,We are of the opinion that Loss and Damage should be included in the new legal agreement within the Ad -hoc Working Group on the Durban Platform for Enhanced Action (ADP) and we believe that it must be treated as an individual and separate element because work on loss and damage goes beyond the ability and threshold of adaptation actions.,Statement of intent,"294 We are of the opinion that Loss and Damage should be included in the new legal agreement within the Ad -hoc Working Group on the Durban Platform for Enhanced Action (ADP) and we believe that it must be treated as an individual and separate element because work on loss and damage goes beyond the ability and threshold of adaptation actions.
",Relevant,1
295,"It is quite clear to the Pacific that neither adaptation, nor mitigation alone will avoid the damages and losses that are currently being exp erienced and will continue to experience in the short to medium term.",Not relevant,"295 It is quite clear to the Pacific that neither adaptation, nor mitigation alone will avoid the damages and losses that are currently being exp erienced and will continue to experience in the short to medium term.
",Relevant,1
296,"Pacific island countries, therefore, view as mandatory that the long -term global temperature rise does not exceed 1.5 degrees Celsius and that mitigation ambition accurately reflects the long -term global goal.",Relevant,"296 Pacific island countries, therefore, view as mandatory that the long -term global temperature rise does not exceed 1.5 degrees Celsius and that mitigation ambition accurately reflects the long -term global goal.
",Relevant,1
297,This is crucial for the survival today of particularly vulnerable countries and for all countries tomorrow.,Relevant,"297 This is crucial for the survival today of particularly vulnerable countries and for all countries tomorrow.
",Relevant,1
298,"By keeping global temperature rise to below 1.5 C, we can hope for less risk of permanent loss and damage in the long term.",Not relevant,"298 By keeping global temperature rise to below 1.5 C, we can hope for less risk of permanent loss and damage in the long term.
",Relevant,1
299,"It is essential that resource mobilization, support and building the capacity at the national and regional levels to address the issues related to loss and damage continues by establishing a financial facility to complement the work of the Executive Committee as it implements its work plan.",Relevant,"299 It is essential that resource mobilization, support and building the capacity at the national and regional levels to address the issues related to loss and damage continues by establishing a financial facility to complement the work of the Executive Committee as it implements its work plan.
",Relevant,1
300,"Although there might be similarities in the work of other bodies outside of the Convention let us all be clear that no other international institution deals with issues related to human -induced, anthropogenic climate change.",Not relevant,"300 Although there might be similarities in the work of other bodies outside of the Convention let us all be clear that no other international institution deals with issues related to human -induced, anthropogenic climate change.
",Not relevant,1
301,"Therefore, we should always bear this in mind as the focus of our work here.",Not relevant,"301 Therefore, we should always bear this in mind as the focus of our work here.
",Relevant,1
302,"The IPCC AR5 and the presentations made here, has provided us with a further wakeup call in relation to the review of the long term goal on climate change.",Not relevant,"302 The IPCC AR5 and the presentations made here, has provided us with a further wakeup call in relation to the review of the long term goal on climate change.
",Relevant,1
303,F our out of the five RFCs have been identified by IPCC as being of moderate to high risk for a warming level of 1.5 degrees:  (i).,Not relevant,"303 F our out of the five RFCs have been identified by IPCC as being of moderate to high risk for a warming level of 1.5 degrees:  (i).
",Not relevant,1
304,"Unique Systems: Ecosystems and cultures, e.g. coral reef system.",Not relevant,"304 Unique Systems: Ecosystems and cultures, e.g. coral reef system.
",Not relevant,1
305,Already high at 1.5°C warming  (ii).,Not relevant,"305 Already high at 1.5°C warming  (ii).
",Not relevant,1
306,"Extreme weather: Tropical cyclones, droughts and floods.",Not relevant,"306 Extreme weather: Tropical cyclones, droughts and floods.
",Not relevant,1
307,High impacts on crop yields and water availability.,Not relevant,"307 High impacts on crop yields and water availability.
",Not relevant,1
308,Risk assessed high to moderate at 1.5°C  (iii).,Not relevant,"308 Risk assessed high to moderate at 1.5°C  (iii).
",Not relevant,1
309,Distribution: Unevenly distributed for countries at all levels of development.,Not relevant,"309 Distribution: Unevenly distributed for countries at all levels of development.
",Not relevant,1
310,Tropical and low -lying countries most vulnerab le  (iv).,Not relevant,"310 Tropical and low -lying countries most vulnerab le  (iv).
",Not relevant,1
311,Aggregate Impacts: on global economy - Moderate at 1.5°C.,Not relevant,"311 Aggregate Impacts: on global economy - Moderate at 1.5°C.
",Not relevant,1
312,Aggregate nature insensitive to country differences; and  (v).,Not relevant,"312 Aggregate nature insensitive to country differences; and  (v).
",Not relevant,1
313,Singular Events: Irreversible tipping points.,Not relevant,"313 Singular Events: Irreversible tipping points.
",Not relevant,1
314,Most relevant for sea -level rise  23.,Not relevant,"314 Most relevant for sea -level rise  23.
",Not relevant,1
315,"We therefore call for action by the COP to e nsure that this review is completed in a timely manner so that it can inform parties in making their INDCs, and in informing our decision making in Paris.",Relevant,"315 We therefore call for action by the COP to e nsure that this review is completed in a timely manner so that it can inform parties in making their INDCs, and in informing our decision making in Paris.
",Statement of intent,1
316,"From our perspective, a 1.5 degree target is essential, as we are already experiencing destructive ev ents and impacts under the current less than 1 degree Celsius level.",Not relevant,"316 From our perspective, a 1.5 degree target is essential, as we are already experiencing destructive ev ents and impacts under the current less than 1 degree Celsius level.
",Relevant,1
317,Ocean observation and acidification are critical issues for PSIDS and there is an extreme lack of observation stations as well as analysis laboratories in SIDS.,Not relevant,"317 Ocean observation and acidification are critical issues for PSIDS and there is an extreme lack of observation stations as well as analysis laboratories in SIDS.
",Relevant,1
318,In particular the Paci fic is under -served when it comes to observation stations and other forms of data collection.,Not relevant,"318 In particular the Paci fic is under -served when it comes to observation stations and other forms of data collection.
",Not relevant,1
319,We would urge development partners to support SIDS in improving their observation networks and establish new monitoring stations.,Relevant,"319 We would urge development partners to support SIDS in improving their observation networks and establish new monitoring stations.
",Statement of intent,1
320,"In this regard, the work of WMO on GFCS is welcomed, and again we call for development partners to utilize this framework to assist SIDS with enhancing their observation systems, including for ocean acidification.",Relevant,"320 In this regard, the work of WMO on GFCS is welcomed, and again we call for development partners to utilize this framework to assist SIDS with enhancing their observation systems, including for ocean acidification.
",Statement of intent,1
321,We request that the development partners heed our call for greate r financial and technical resources to be provided in particular to SIDS regions.,Relevant,"321 We request that the development partners heed our call for greate r financial and technical resources to be provided in particular to SIDS regions.
",Statement of intent,1
322,"  We thank you, Mr. President.",Not relevant,"322   We thank you, Mr. President.
",Not relevant,1
323,"Your Excellency Mr. Laurent Fabius , Minister of Foreign Affairs of France and President of COP 21 Excellencies, Disting uished Guests, Ladies and Gentlemen,  Please allow to, once again, extend my and that of my Delegation’s deepest and most profound condolences to the Government and to the people of France , particularly to the citizens of Paris.",Not relevant,"323 Your Excellency Mr. Laurent Fabius , Minister of Foreign Affairs of France and President of COP 21 Excellencies, Disting uished Guests, Ladies and Gentlemen,  Please allow to, once again, extend my and that of my Delegation’s deepest and most profound condolences to the Government and to the people of France , particularly to the citizens of Paris.
",Not relevant,1
324, Our thoughts and prayers are with the families of the innocent vict ims of Novem ber 13th.,Not relevant,"324  Our thoughts and prayers are with the families of the innocent vict ims of Novem ber 13th.
",Not relevant,1
325,We pray for the speedy and complete recovery of the injured.,Not relevant,"325 We pray for the speedy and complete recovery of the injured.
",Not relevant,1
326,"Despite of the shock of this barbaric, cowardly, savage and dastardly terrorist attack from which the people of France are still in a State of Mourning, let it be known that no one can ever take away the joie du vivre of the people of France.",Not relevant,"326 Despite of the shock of this barbaric, cowardly, savage and dastardly terrorist attack from which the people of France are still in a State of Mourning, let it be known that no one can ever take away the joie du vivre of the people of France.
",Not relevant,1
327,"We may be the United Nations of Great Grief but our love, strength in diversity, tolerance and unity is far more powerful than their bombs and guns can ever be!  ",Not relevant,"327 We may be the United Nations of Great Grief but our love, strength in diversity, tolerance and unity is far more powerful than their bombs and guns can ever be!  
",Not relevant,1
328,Climate Change and Intern ational Terrorism are two extremely serious issues which threatens Humanity and which must be dealt with all possible means at our collective disposal.,Relevant,"328 Climate Change and Intern ational Terrorism are two extremely serious issues which threatens Humanity and which must be dealt with all possible means at our collective disposal.
",Relevant,1
329,"Excellencies, Distinguishe d Guests, Ladies and Gentlemen, I would like to avail myself of this opportunity to thank the Government of France and the organizers of the UNFCCCC COP21 for the excellent facilities provided and the warm hospitality extended to my Delegation in the beautiful City of Paris.",Not relevant,"329 Excellencies, Distinguishe d Guests, Ladies and Gentlemen, I would like to avail myself of this opportunity to thank the Government of France and the organizers of the UNFCCCC COP21 for the excellent facilities provided and the warm hospitality extended to my Delegation in the beautiful City of Paris.
",Not relevant,1
330,"If you would allow me, my fellow Delegates, to mention the most salient points of which my country is suffering from the ravages of Climate Change: Afghanistan is the number one most vulnerable LDC country in our immediate region because of Climate Change.",Not relevant,"330 If you would allow me, my fellow Delegates, to mention the most salient points of which my country is suffering from the ravages of Climate Change: Afghanistan is the number one most vulnerable LDC country in our immediate region because of Climate Change.
",Relevant,1
331,Afghanistan is the 14th most vulnerable LDC country on the planet because of Climate Change.,Not relevant,"331 Afghanistan is the 14th most vulnerable LDC country on the planet because of Climate Change.
",Not relevant,1
332," It is therefore, of utmost importance that we reach out toward all the countries attending this historic and august gathering to agree on a legally-binding mechanism in order to save our planet from further damage caused by Climate Change.",Relevant,"332  It is therefore, of utmost importance that we reach out toward all the countries attending this historic and august gathering to agree on a legally-binding mechanism in order to save our planet from further damage caused by Climate Change.
",Relevant,1
333," We can, we should and we must come to an Agreement.",Statement of intent,"333  We can, we should and we must come to an Agreement.
",Relevant,1
334,"Let us seize this historic opportunity which presents itself before us in these fina l and most critical days of the High -Level Segment to reach a proper, meaningful, and realistic and an equitable agreement for Humanity, for the present as well as, for the future generations and for every living life form on Earth.",Relevant,"334 Let us seize this historic opportunity which presents itself before us in these fina l and most critical days of the High -Level Segment to reach a proper, meaningful, and realistic and an equitable agreement for Humanity, for the present as well as, for the future generations and for every living life form on Earth.
",Relevant,1
335, I am sure that you all agree with me that we must collectively and responsibly act for t he welfare of our common Planet - Terra – a tiny beautiful little blue dot on the Celestial Map of our Solar System which supports Life as we know it.,Relevant,"335  I am sure that you all agree with me that we must collectively and responsibly act for t he welfare of our common Planet - Terra – a tiny beautiful little blue dot on the Celestial Map of our Solar System which supports Life as we know it.
",Relevant,1
336,"We stand before God, before Humanity, before History and before Our Collective Conscious to make COP21 successful.",Not relevant,"336 We stand before God, before Humanity, before History and before Our Collective Conscious to make COP21 successful.
",Relevant,1
337,"Therefore, let us be bold and take that step for Humanity and for Life itself! ",Relevant,"337 Therefore, let us be bold and take that step for Humanity and for Life itself! 
",Relevant,1
338,I thank you for your kind attention.,Not relevant,"338 I thank you for your kind attention.
",Not relevant,1
339,Bosnia and Herzegovina is making great efforts to be anactive part of the international forces in the fight against thedisastrous consequences of climate change.,Not relevant,"339 Bosnia and Herzegovina is making great efforts to be anactive part of the international forces in the fight against thedisastrous consequences of climate change.
",Statement of intent,1
340,"We have produced and submitted our INDC to the UNFCCCsecretariat, and in the upcoming period, hard work awaits uson the implementation of the obligations stemming from theINDC.",Not relevant,"340 We have produced and submitted our INDC to the UNFCCCsecretariat, and in the upcoming period, hard work awaits uson the implementation of the obligations stemming from theINDC.
",Not relevant,1
341,"We hope that, with the full support of the internationalcommunity, a manner enabling the achievement of thecommon goal will be implemented.",Statement of intent,"341 We hope that, with the full support of the internationalcommunity, a manner enabling the achievement of thecommon goal will be implemented.
",Statement of intent,1
342,"Since we are geographically located in an area which isparticularly exposed to extreme climate change, and since weare very vulnerable to climate change and its consequences,we are already working on an agenda of adaptation and mitigation,in order to turn climate challenges into climate opportunities.",Not relevant,"342 Since we are geographically located in an area which isparticularly exposed to extreme climate change, and since weare very vulnerable to climate change and its consequences,we are already working on an agenda of adaptation and mitigation,in order to turn climate challenges into climate opportunities.
",Relevant,1
343,"In that regard, we expect further and stronger support fromthe European Union, whose efforts we fully support in thenegotiation process.",Relevant,"343 In that regard, we expect further and stronger support fromthe European Union, whose efforts we fully support in thenegotiation process.
",Statement of intent,1
344,"That is why we are ready to, throughsynergetic action and in line with the objectives ofsustainable development adapted in September this year inthe UN General Assembly, adapt our economy, society andthe environment to the low-carbon development, throughwhich we need to elevate the contribution of the renewableenergies to the highest possible level.",Not relevant,"344 That is why we are ready to, throughsynergetic action and in line with the objectives ofsustainable development adapted in September this year inthe UN General Assembly, adapt our economy, society andthe environment to the low-carbon development, throughwhich we need to elevate the contribution of the renewableenergies to the highest possible level.
",Relevant,1
