unique_id,text,RELEVANCE_x,llm_query,RELEVANCE_y,iteration
120," As the events of this last year have shown, changes in our climate are continuing to have an impact globally.",Not relevant,"120  As the events of this last year have shown, changes in our climate are continuing to have an impact globally.
",Not relevant,1
121,"  For those of us whose countries border the Atlantic, we have not been immune to the impacts of one of the worst hurricane seasons on record.",Not relevant,"121   For those of us whose countries border the Atlantic, we have not been immune to the impacts of one of the worst hurricane seasons on record.
",Not relevant,1
122,Hurricane Ophelia made its unprecedented landfall in Ireland in October.,Not relevant,"122 Hurricane Ophelia made its unprecedented landfall in Ireland in October.
",Not relevant,1
123,"  As we all know the word ""global"" in the term ""global warming"" accurately summarises the incont rovertible science underlying the threat facing our planet.",Not relevant,"123   As we all know the word ""global"" in the term ""global warming"" accurately summarises the incont rovertible science underlying the threat facing our planet.
",Relevant,1
124,"It also underlines the vastness and potentially daunting, if even discouraging, challenge we face.",Not relevant,"124 It also underlines the vastness and potentially daunting, if even discouraging, challenge we face.
",Relevant,1
125, How can any one of us make a meaningful contribution?,Not relevant,"125  How can any one of us make a meaningful contribution?
",Not relevant,1
126,"  The task of political leadership by all of us is to bridge the gulf between the global challenge and national responsibility, between each countries' obligation and the responsibility of every citizen, young and old, alike.",Relevant,"126   The task of political leadership by all of us is to bridge the gulf between the global challenge and national responsibility, between each countries' obligation and the responsibility of every citizen, young and old, alike.
",Relevant,1
127,  It may be a tired truism that we cannot change the world.,Not relevant,"127   It may be a tired truism that we cannot change the world.
",Not relevant,1
128,"However, when it comes to climate change, it is a pressing fact that the world cannot change without us.",Not relevant,"128 However, when it comes to climate change, it is a pressing fact that the world cannot change without us.
",Relevant,1
129," So how can any one country, especially a small country, like Ireland, make a difference?",Not relevant,"129  So how can any one country, especially a small country, like Ireland, make a difference?
",Not relevant,1
130,"  Small countries don't have the capacity or resources to do everyth ing, but we can do some things, very well, and show by our example, how others can follow.",Not relevant,"130   Small countries don't have the capacity or resources to do everyth ing, but we can do some things, very well, and show by our example, how others can follow.
",Relevant,1
131," I firmly believe that COP23 is not just about the technical rule book, but as political leaders in our home countries, we must provide practical, implementable sol utions to the real challenges of both mitigation and adaptation, while living up to the responsibility of Sustainable Development Goals.",Relevant,"131  I firmly believe that COP23 is not just about the technical rule book, but as political leaders in our home countries, we must provide practical, implementable sol utions to the real challenges of both mitigation and adaptation, while living up to the responsibility of Sustainable Development Goals.
",Relevant,1
132," For example, we must not only look at where food comes from but also how it is produced in terms of emissions, includ ing food waste.",Not relevant,"132  For example, we must not only look at where food comes from but also how it is produced in terms of emissions, includ ing food waste.
",Relevant,1
133," While Ireland is a global leader when it comes to emissions per litre of milk produced, we can and will do better.",Statement of intent,"133  While Ireland is a global leader when it comes to emissions per litre of milk produced, we can and will do better.
",Statement of intent,1
134,"We are now working to catch up on the beef production emissions, through an innovative programme of (genotyping) analysing the genetic make -up of 1 million beef producing animals.",Statement of intent,"134 We are now working to catch up on the beef production emissions, through an innovative programme of (genotyping) analysing the genetic make -up of 1 million beef producing animals.
",Not relevant,1
135,"On this scale, this is a global first and we want to share our knowledge with the global community, so that we can all benefit.",Statement of intent,"135 On this scale, this is a global first and we want to share our knowledge with the global community, so that we can all benefit.
",Statement of intent,1
136," In tandem with food production, we are also looking at waste.",Statement of intent,"136  In tandem with food production, we are also looking at waste.
",Not relevant,1
137,"Right f rom the farm, where we are identifying input savings through our Smart Farming programme and bringing them through to food processing and retailers.",Statement of intent,"137 Right f rom the farm, where we are identifying input savings through our Smart Farming programme and bringing them through to food processing and retailers.
",Not relevant,1
138,We are extending food waste bins to every home in Ireland.,Statement of intent,"138 We are extending food waste bins to every home in Ireland.
",Statement of intent,1
139,"Noting that 27% of our population live in villag es of less than 50 people, this will be a significant challenge.",Statement of intent,"139 Noting that 27% of our population live in villag es of less than 50 people, this will be a significant challenge.
",Not relevant,1
140,"  To tackle the challenge of transport in such a disperse country, we are working with the telecoms operators, so that by the end of 2018, one third of our population outside our cities will have fibre optic broadband outside their doors.",Statement of intent,"140   To tackle the challenge of transport in such a disperse country, we are working with the telecoms operators, so that by the end of 2018, one third of our population outside our cities will have fibre optic broadband outside their doors.
",Not relevant,1
141,"  We are determined to continue the momentum of this roll out until every home in Ireland has access to high speed broadband, therefore reducing the need to drive in the first instance.",Statement of intent,"141   We are determined to continue the momentum of this roll out until every home in Ireland has access to high speed broadband, therefore reducing the need to drive in the first instance.
",Statement of intent,1
142, Ireland is also a global leader when it comes to the management of volatile wind generated electricity on a small isolated grid.,Not relevant,"142  Ireland is also a global leader when it comes to the management of volatile wind generated electricity on a small isolated grid.
",Not relevant,1
143,Building on this knowledge we have developed world class research and test facilities for the exploitation of ocean energy.,Not relevant,"143 Building on this knowledge we have developed world class research and test facilities for the exploitation of ocean energy.
",Not relevant,1
144,"This year we tested 2 2 different ocean energy prototypes, some with very promising results.",Not relevant,"144 This year we tested 2 2 different ocean energy prototypes, some with very promising results.
",Not relevant,1
145," At a domestic level, this year I published Ireland's first statutory National Mitigation Plan.",Not relevant,"145  At a domestic level, this year I published Ireland's first statutory National Mitigation Plan.
",Not relevant,1
146,This puts Ireland on a clear pathway to achieve our own long -term decarbonisation targets.,Not relevant,"146 This puts Ireland on a clear pathway to achieve our own long -term decarbonisation targets.
",Statement of intent,1
147,"I have also launched Ireland's National Dialogue on Climate Action, which will ensure an inclusive process of engagement and consensus to support our transition to a low carbon and climate resilient fut ure.",Statement of intent,"147 I have also launched Ireland's National Dialogue on Climate Action, which will ensure an inclusive process of engagement and consensus to support our transition to a low carbon and climate resilient fut ure.
",Statement of intent,1
148, I will shortly submit Ireland's first statutory National Adaptation Framework to Government for approval which will reduce our vulnerability to the negative effects of climate change.,Statement of intent,"148  I will shortly submit Ireland's first statutory National Adaptation Framework to Government for approval which will reduce our vulnerability to the negative effects of climate change.
",Statement of intent,1
149, Small countries cannot do everything.,Not relevant,"149  Small countries cannot do everything.
",Not relevant,1
150,"We have unique challenge s, but it also allows us to come up with unique solutions.",Not relevant,"150 We have unique challenge s, but it also allows us to come up with unique solutions.
",Not relevant,1
151,"The Paris Agreement is about action by all, the great and the small.",Relevant,"151 The Paris Agreement is about action by all, the great and the small.
",Relevant,1
152," We need to work together to enable ambitious action, and I was proud to arrive here with agreement from my Government for Irel and to join the NDC Partnership.",Relevant,"152  We need to work together to enable ambitious action, and I was proud to arrive here with agreement from my Government for Irel and to join the NDC Partnership.
",Relevant,1
153,"  Through the NDC Partnership, Ireland will be able to offer its key expertise and insights from our existing work with developing countries.",Statement of intent,"153   Through the NDC Partnership, Ireland will be able to offer its key expertise and insights from our existing work with developing countries.
",Relevant,1
154,This will focus on adaptation support for our developing country partners and on sharing our experiences with the world.,Statement of intent,"154 This will focus on adaptation support for our developing country partners and on sharing our experiences with the world.
",Relevant,1
155,We must share our experiences along with ensuring developing countries are resourced to take the necessary actions.,Relevant,"155 We must share our experiences along with ensuring developing countries are resourced to take the necessary actions.
",Relevant,1
156," To underpin this new commitment to the NDC Partnership, the Government of Ireland will provide ad ditional financial support totaling €2.3 million this year to the Green Climate Fund and the Adaptation Fund - Ireland's first contribution to this Fund.",Statement of intent,"156  To underpin this new commitment to the NDC Partnership, the Government of Ireland will provide ad ditional financial support totaling €2.3 million this year to the Green Climate Fund and the Adaptation Fund - Ireland's first contribution to this Fund.
",Not relevant,1
157, I recognise the importance of strong scientific foundations for our climate policies and the key role of the Intergovernmental Panel on Climate Change.,Statement of intent,"157  I recognise the importance of strong scientific foundations for our climate policies and the key role of the Intergovernmental Panel on Climate Change.
",Not relevant,1
158,  I have also decided to commit funding to the IPCC this year to help ensure that it is effectively equipped to complete the challenging work ahead of it.,Statement of intent,"158   I have also decided to commit funding to the IPCC this year to help ensure that it is effectively equipped to complete the challenging work ahead of it.
",Statement of intent,1
159," Here at COP 23, I have found that my own ""tala noas"" with my global counterparts have shown much common ground in the challenges that we face tackling climate change.",Not relevant,"159  Here at COP 23, I have found that my own ""tala noas"" with my global counterparts have shown much common ground in the challenges that we face tackling climate change.
",Not relevant,1
160,Ireland and the EU are committed to working together under the Paris Agreement to address these many challenges.,Statement of intent,"160 Ireland and the EU are committed to working together under the Paris Agreement to address these many challenges.
",Statement of intent,1
161, We have made real pro gress on developing the rulebook that will be essential for fighting climate change.,Not relevant,"161  We have made real pro gress on developing the rulebook that will be essential for fighting climate change.
",Not relevant,1
162," The Fijian Presidency has given us the design of a Facilitative Dialogue, or a Talanoa Dialogue, which will provide a space for both Parties and non -Party stakeholders t o showcase progress for sharing best practices.",Statement of intent,"162  The Fijian Presidency has given us the design of a Facilitative Dialogue, or a Talanoa Dialogue, which will provide a space for both Parties and non -Party stakeholders t o showcase progress for sharing best practices.
",Not relevant,1
163, Ireland has contributed to some major breakthroughs in the development of guidance for the agriculture sector and the adoption of a Gender Action Plan.,Not relevant,"163  Ireland has contributed to some major breakthroughs in the development of guidance for the agriculture sector and the adoption of a Gender Action Plan.
",Not relevant,1
164,We have made good progress on transparency and on fina nce.,Not relevant,"164 We have made good progress on transparency and on fina nce.
",Not relevant,1
165,"  I am confident that we will meet again in Katowice, Poland, in a year to complete the design of the rulebook which will drive the action we need if we are to overcome the challenges of climate change.",Statement of intent,"165   I am confident that we will meet again in Katowice, Poland, in a year to complete the design of the rulebook which will drive the action we need if we are to overcome the challenges of climate change.
",Statement of intent,1
166, Thank you.,Not relevant,"166  Thank you.
",Not relevant,1
167,I would like to express my appreciation to the Government of Poland for hosting and presiding over the 24th Conference of the Parties.,Not relevant,"167 I would like to express my appreciation to the Government of Poland for hosting and presiding over the 24th Conference of the Parties.
",Not relevant,1
168,  I also thank the people of Poland for the warm hospitality you have afforded to all delegates.,Not relevant,"168   I also thank the people of Poland for the warm hospitality you have afforded to all delegates.
",Not relevant,1
169,"  Climate change is already severely impacting our communities, economies and natural environment.",Not relevant,"169   Climate change is already severely impacting our communities, economies and natural environment.
",Relevant,1
170,The effects of the changing climate can now be seen in our day-to-day lives.,Not relevant,"170 The effects of the changing climate can now be seen in our day-to-day lives.
",Relevant,1
171, This is undermining our hardfought gains and ongoing efforts to achieve sustainable development.,Not relevant,"171  This is undermining our hardfought gains and ongoing efforts to achieve sustainable development.
",Relevant,1
172,   Addressing the warming of our planet requires a global effort and a commitment to change not seen in human history.,Relevant,"172    Addressing the warming of our planet requires a global effort and a commitment to change not seen in human history.
",Relevant,1
173,The adoption of Paris Agreement three years ago and its early entry into force showed us what is possible when people come together in common purpose.,Not relevant,"173 The adoption of Paris Agreement three years ago and its early entry into force showed us what is possible when people come together in common purpose.
",Relevant,1
174," Today, we need to translate this spirit of cooperation into concrete action.",Statement of intent,"174  Today, we need to translate this spirit of cooperation into concrete action.
",Statement of intent,1
175,"   We are gathered in Katowice to discuss and agree on the Paris Agreement Work Programme, or rulebook, which will guide the implementation of the historic Agreement.",Not relevant,"175    We are gathered in Katowice to discuss and agree on the Paris Agreement Work Programme, or rulebook, which will guide the implementation of the historic Agreement.
",Not relevant,1
176,   I take this opportunity to thank our negotiators for the hard work done during the negotiation sessions.,Not relevant,"176    I take this opportunity to thank our negotiators for the hard work done during the negotiation sessions.
",Not relevant,1
177,"As a vulnerable country, Rwanda also commends and welcomes the Intergovernmental Panel on Climate Change Special Report on 1.5 degrees Celsius.",Not relevant,"177 As a vulnerable country, Rwanda also commends and welcomes the Intergovernmental Panel on Climate Change Special Report on 1.5 degrees Celsius.
",Relevant,1
178,The report should be a wakeup call to all Parties to raise their ambition.,Statement of intent,"178 The report should be a wakeup call to all Parties to raise their ambition.
",Relevant,1
179,We must respond quickly to the best science available because denial will not help us to address climate change.,Relevant,"179 We must respond quickly to the best science available because denial will not help us to address climate change.
",Relevant,1
180,"   We are still optimistic, however, and expect that this COP24 will result in the guidelines for implementing the Paris Agreement.",Statement of intent,"180    We are still optimistic, however, and expect that this COP24 will result in the guidelines for implementing the Paris Agreement.
",Statement of intent,1
181,We should expect nothing less of ourselves.,Statement of intent,"181 We should expect nothing less of ourselves.
",Relevant,1
182,There is simply no time to lose.,Not relevant,"182 There is simply no time to lose.
",Relevant,1
183,"   1 The Paris Agreement Work Programme should be robust, balanced and comprehensive but also flexible enough to allow every country to continuously raise its ambition and report on its implementation efforts.",Relevant,"183    1 The Paris Agreement Work Programme should be robust, balanced and comprehensive but also flexible enough to allow every country to continuously raise its ambition and report on its implementation efforts.
",Statement of intent,1
184,"   Specifically, the programme should address the key challenges of adaptation, finance as well as loss and damage.",Not relevant,"184    Specifically, the programme should address the key challenges of adaptation, finance as well as loss and damage.
",Statement of intent,1
185,"  Doing so will put all nations in a better position to achieve the goals of the Agreement and signal once again that clean, green and equitable development is the only way forward.",Statement of intent,"185   Doing so will put all nations in a better position to achieve the goals of the Agreement and signal once again that clean, green and equitable development is the only way forward.
",Relevant,1
186,  We have been pleased to see the important contributions made by Parties through the Talanoa Dialogue process and it is our hope that its outcomes be captured in the form of a decision.,Not relevant,"186   We have been pleased to see the important contributions made by Parties through the Talanoa Dialogue process and it is our hope that its outcomes be captured in the form of a decision.
",Not relevant,1
187,This will help to trigger greater ambition amongst all nations.,Not relevant,"187 This will help to trigger greater ambition amongst all nations.
",Relevant,1
188,   Rwanda is committed to playing our part to realise the aspirations of the Paris Agreement and we are strongly committed to the target of limiting average global warming to 1.5 degrees Celsius.,Statement of intent,"188    Rwanda is committed to playing our part to realise the aspirations of the Paris Agreement and we are strongly committed to the target of limiting average global warming to 1.5 degrees Celsius.
",Relevant,1
189,"With the impacts of climate change already affecting us today, we simply have no other choice.",Not relevant,"189 With the impacts of climate change already affecting us today, we simply have no other choice.
",Relevant,1
190,  Achieving this requires a rethink of how we finance climate action.,Not relevant,"190   Achieving this requires a rethink of how we finance climate action.
",Statement of intent,1
191,Parties must strengthen their commitment by going above and beyond the 100 billion dollars pledged per year.,Relevant,"191 Parties must strengthen their commitment by going above and beyond the 100 billion dollars pledged per year.
",Relevant,1
192,This revised and increased level of climate finance by 2025 should be guided by a comprehensive needs assessment.,Relevant,"192 This revised and increased level of climate finance by 2025 should be guided by a comprehensive needs assessment.
",Statement of intent,1
193,We must also work with the private sector to mobilise the trillions of dollars needed to halt global warming and ensure all investments are climate friendly.,Not relevant,"193 We must also work with the private sector to mobilise the trillions of dollars needed to halt global warming and ensure all investments are climate friendly.
",Relevant,1
194,"Quite simply, we need everyone on board to solve the climate challenge.",Not relevant,"194 Quite simply, we need everyone on board to solve the climate challenge.
",Relevant,1
195,"   To conclude, I would like to thank Parties for their support of the Kigali Amendment to the Montreal Protocol.",Not relevant,"195    To conclude, I would like to thank Parties for their support of the Kigali Amendment to the Montreal Protocol.
",Not relevant,1
196,   With the potential to avert half a degree Celsius of warming by the end of the century - and double that if we invest in energy efficiency - the amendment is one practical way to mitigate further emissions.,Not relevant,"196    With the potential to avert half a degree Celsius of warming by the end of the century - and double that if we invest in energy efficiency - the amendment is one practical way to mitigate further emissions.
",Not relevant,1
197,   I encourage nations that have not yet done so to ratify the Amendment and begin the work of phasing out hydrofluorocarbons.,Statement of intent,"197    I encourage nations that have not yet done so to ratify the Amendment and begin the work of phasing out hydrofluorocarbons.
",Statement of intent,1
198,"  Such demonstrations of tangible action will spur other nations to invest in the important work of climate change mitigation and adaptation, and give hope to citizens that we are addressing the challenge with the seriousness and speed it deserves.",Not relevant,"198   Such demonstrations of tangible action will spur other nations to invest in the important work of climate change mitigation and adaptation, and give hope to citizens that we are addressing the challenge with the seriousness and speed it deserves.
",Relevant,1
199,   Thank you for your kind attention.,Not relevant,"199    Thank you for your kind attention.
",Not relevant,1
200,I represent a country that is more affected by climate change than most places on the Earth .,Not relevant,"200 I represent a country that is more affected by climate change than most places on the Earth .
",Not relevant,1
201,"Depending on the climate scenario, the temperature in Serbia, by the end of the century, could be 3 to 5 degrees Celsius higher, compared to the mid -20th century .",Not relevant,"201 Depending on the climate scenario, the temperature in Serbia, by the end of the century, could be 3 to 5 degrees Celsius higher, compared to the mid -20th century .
",Not relevant,1
202,"In the future, we can expect further temperature and precipitation record breaks , which will have a devastating impact on the people and economy of Serbia.",Not relevant,"202 In the future, we can expect further temperature and precipitation record breaks , which will have a devastating impact on the people and economy of Serbia.
",Relevant,1
203,"Since 2000 e xtreme heat waves, droughts and floods have cost us more than 5 billion Euros .",Not relevant,"203 Since 2000 e xtreme heat waves, droughts and floods have cost us more than 5 billion Euros .
",Not relevant,1
204," Limiting the increase of mean global temperature by the end of the century by 2°C would lead to a loss of Serbia's GDP of 4.53% by mid -century, which can be significantly reduced by investing in the adaptation to climate change.",Not relevant,"204  Limiting the increase of mean global temperature by the end of the century by 2°C would lead to a loss of Serbia's GDP of 4.53% by mid -century, which can be significantly reduced by investing in the adaptation to climate change.
",Relevant,1
205,"However , the process of low carbon transformation into a climate -adapted society can additionally endanger the already vulnerable groups of the population through the loss of jobs .",Not relevant,"205 However , the process of low carbon transformation into a climate -adapted society can additionally endanger the already vulnerable groups of the population through the loss of jobs .
",Relevant,1
206,"Nonetheless , the most expensive scenario for Serbia is to ignore the climate related costs in its strategic decisions.",Not relevant,"206 Nonetheless , the most expensive scenario for Serbia is to ignore the climate related costs in its strategic decisions.
",Relevant,1
207,System costs of “non -action” are several tens of billion euros higher than the additional system costs of action under any mitigation scenario.,Not relevant,"207 System costs of “non -action” are several tens of billion euros higher than the additional system costs of action under any mitigation scenario.
",Relevant,1
208,Climate change poses a significant risk for further development of Serbia as was expressed in our NDCs .,Not relevant,"208 Climate change poses a significant risk for further development of Serbia as was expressed in our NDCs .
",Relevant,1
209,"This risk largely depends on the increase in the mean global temperature, which cannot be significantly influenced by Serbia individually.",Not relevant,"209 This risk largely depends on the increase in the mean global temperature, which cannot be significantly influenced by Serbia individually.
",Relevant,1
210,"I am proud to announce that we are about to adopt the Law on Climate Change as well as our Low carbon development strategy with the A ction plan, which were developed with the technical and financial assistance of the EU.",Statement of intent,"210 I am proud to announce that we are about to adopt the Law on Climate Change as well as our Low carbon development strategy with the A ction plan, which were developed with the technical and financial assistance of the EU.
",Not relevant,1
211,The a im is to set up a system for mitigation and adaptation in line with the Paris Agreement and our obligations as a candidate country to the EU.,Statement of intent,"211 The a im is to set up a system for mitigation and adaptation in line with the Paris Agreement and our obligations as a candidate country to the EU.
",Statement of intent,1
212,"Our future Low carbon development strategy up to 2050 sets a vision for a long -term climate neutral and climate resilient society, to be achiev ed on a socially fair and cost -effective way, with positive effects on environment and sustainable de velopment.",Not relevant,"212 Our future Low carbon development strategy up to 2050 sets a vision for a long -term climate neutral and climate resilient society, to be achiev ed on a socially fair and cost -effective way, with positive effects on environment and sustainable de velopment.
",Statement of intent,1
213,"The Action plan up to 2030, defines the policies and measures for cost effective and socially fair pathways to our climate vision as well as pro motion of transition to net zero, climate neutral and climate resilient economy and society.",Not relevant,"213 The Action plan up to 2030, defines the policies and measures for cost effective and socially fair pathways to our climate vision as well as pro motion of transition to net zero, climate neutral and climate resilient economy and society.
",Statement of intent,1
214,"We submitted our NDCs among the first ten countries in the world, and the first in the region for which we are particularly proud .",Not relevant,"214 We submitted our NDCs among the first ten countries in the world, and the first in the region for which we are particularly proud .
",Not relevant,1
215,"I am even more proud to announce that the revised NDCs will be more ambitious, with our target set to increase more than three t imes .",Statement of intent,"215 I am even more proud to announce that the revised NDCs will be more ambitious, with our target set to increase more than three t imes .
",Statement of intent,1
216,"Finally, let me reiterate that the Republic of Serbia is ready to cooperat e.",Statement of intent,"216 Finally, let me reiterate that the Republic of Serbia is ready to cooperat e.
",Not relevant,1
217,We are looking forward to the completion of the Paris Agreement and we are hopeful that the climate ambition will be increased and Paris Agreement fulfilled.,Statement of intent,"217 We are looking forward to the completion of the Paris Agreement and we are hopeful that the climate ambition will be increased and Paris Agreement fulfilled.
",Statement of intent,1
218,The pandemic has taught us that national solutions to global problems do not work.,Not relevant,"218 The pandemic has taught us that national solutions to global problems do not work.
",Not relevant,1
219, We come to Glasgow with global ambition to save our people and our planet but now find three gaps:  ,Statement of intent,"219  We come to Glasgow with global ambition to save our people and our planet but now find three gaps:  
",Statement of intent,1
220,On mitigation Climate pledges or NDCs -Without more we will leave the world on 2.7 degree pathway.,Not relevant,"220 On mitigation Climate pledges or NDCs -Without more we will leave the world on 2.7 degree pathway.
",Relevant,1
221, Those commitments based on technologies yet to be developed are at best reckless and at worst dangerous.,Not relevant,"221  Those commitments based on technologies yet to be developed are at best reckless and at worst dangerous.
",Relevant,1
222, On finance we are 20 billion dollars short of the 100 and this commitment MIGHT only be met in 2023.,Not relevant,"222  On finance we are 20 billion dollars short of the 100 and this commitment MIGHT only be met in 2023.
",Not relevant,1
223, On adaptation - Adaptation finance remains only 25 % – NOT the 50:50 split needed given the warming that is already taking place.,Not relevant,"223  On adaptation - Adaptation finance remains only 25 % – NOT the 50:50 split needed given the warming that is already taking place.
",Not relevant,1
224,Climate finance to frontline SiDs declined by 25% in 2019.,Not relevant,"224 Climate finance to frontline SiDs declined by 25% in 2019.
",Not relevant,1
225,Failure to provide this critical finance and that of loss and damage is measur ed in lives and livelihoods being lost in our communities.,Relevant,"225 Failure to provide this critical finance and that of loss and damage is measur ed in lives and livelihoods being lost in our communities.
",Relevant,1
226, It is immoral and unjust.,Relevant,"226  It is immoral and unjust.
",Relevant,1
227," If Glasgow is to deliver on the promises of Paris, it must close these three gaps.",Statement of intent,"227  If Glasgow is to deliver on the promises of Paris, it must close these three gaps.
",Statement of intent,1
228," So I ask - what must we say to our people living on the frontline in the Caribbean , Africa and the Pacific when both ambition and some of the needed faces are absent?",Not relevant,"228  So I ask - what must we say to our people living on the frontline in the Caribbean , Africa and the Pacific when both ambition and some of the needed faces are absent?
",Not relevant,1
229, What excuse should we give for their failure?,Not relevant,"229  What excuse should we give for their failure?
",Not relevant,1
230,IN THE WORDS OF EDDY GRANT ‘WILL THEY MOURN US ON THE FRONTLINE?’  When will we as world leaders address the pressing issue s that are cause our people to worry – be it climate or vaccines?,Not relevant,"230 IN THE WORDS OF EDDY GRANT ‘WILL THEY MOURN US ON THE FRONTLINE?’  When will we as world leaders address the pressing issue s that are cause our people to worry – be it climate or vaccines?
",Not relevant,1
231,When will leaders lead?,Not relevant,"231 When will leaders lead?
",Not relevant,1
232, Our people are watching and taking note.,Not relevant,"232  Our people are watching and taking note.
",Not relevant,1
233, Are we really going to leave Scotland without the resolve and ambition that is sorely needed to save lives and to save our planet?,Relevant,"233  Are we really going to leave Scotland without the resolve and ambition that is sorely needed to save lives and to save our planet?
",Relevant,1
234," I have been saying to Barbadians, many hands make light work.",Not relevant,"234  I have been saying to Barbadians, many hands make light work.
",Not relevant,1
235,Today we need  the correct mix of voices and ambition.,Not relevant,"235 Today we need  the correct mix of voices and ambition.
",Statement of intent,1
236, Do so me leaders believe they can survive and thrive on their own?,Not relevant,"236  Do so me leaders believe they can survive and thrive on their own?
",Not relevant,1
237,Can there be peace and prosperity in one third of the world if two thirds are UNDER siege and facing calamitous threats to their wellbeing?,Not relevant,"237 Can there be peace and prosperity in one third of the world if two thirds are UNDER siege and facing calamitous threats to their wellbeing?
",Relevant,1
238, What the world needs now is less than 200 persons who are willing and prepared to lead!! ,Not relevant,"238  What the world needs now is less than 200 persons who are willing and prepared to lead!! 
",Statement of intent,1
239,Leaders must not fail those who elect them to lead.,Relevant,"239 Leaders must not fail those who elect them to lead.
",Relevant,1
240, There is a sword that can cut down this Gordian knot; it has been wielded before.,Not relevant,"240  There is a sword that can cut down this Gordian knot; it has been wielded before.
",Relevant,1
241, The Central Banks of the wealthiest countries engaged in 25 trillion dollars of qu antitative easing in 13 years; $9 trillion in 18 months.,Not relevant,"241  The Central Banks of the wealthiest countries engaged in 25 trillion dollars of qu antitative easing in 13 years; $9 trillion in 18 months.
",Not relevant,1
242,"Had we used the $25trn to purchase bonds that financed the energy transition, we would BE keeping within 1.5 degrees.",Not relevant,"242 Had we used the $25trn to purchase bonds that financed the energy transition, we would BE keeping within 1.5 degrees.
",Relevant,1
243," An annual increase in SDRs of $500bn for 20 years put in a Trust to finance the transition is the REAL gap we need to close, not the $50bn being proposed FOR adaptation.",Relevant,"243  An annual increase in SDRs of $500bn for 20 years put in a Trust to finance the transition is the REAL gap we need to close, not the $50bn being proposed FOR adaptation.
",Relevant,1
244," If 500bn sounds big to you, it is just 2% of that $25trn.",Not relevant,"244  If 500bn sounds big to you, it is just 2% of that $25trn.
",Not relevant,1
245,This is the sword we need to wield.,Not relevant,"245 This is the sword we need to wield.
",Statement of intent,1
246, OUR excitement one hour into this event is far less than six months ago in the lead up.,Not relevant,"246  OUR excitement one hour into this event is far less than six months ago in the lead up.
",Not relevant,1
247, The world stands at a fork in the road; one no less significant than when the United Nations was first created in 1945.,Not relevant,"247  The world stands at a fork in the road; one no less significant than when the United Nations was first created in 1945.
",Relevant,1
248, Will we act in the interest of our people who are depending on us or will we allow the path of greed and selfis hness to sow the seeds of our common destruction?,Not relevant,"248  Will we act in the interest of our people who are depending on us or will we allow the path of greed and selfis hness to sow the seeds of our common destruction?
",Relevant,1
249," Leaders today, not leaders in 2030 or 2050, must make this choice.",Statement of intent,"249  Leaders today, not leaders in 2030 or 2050, must make this choice.
",Relevant,1
250, It is in our hands.,Not relevant,"250  It is in our hands.
",Relevant,1
251,Our people and our planet need it.,Relevant,"251 Our people and our planet need it.
",Relevant,1
252,I would like to start by reaffirming Kazakhstan’s solid and continued commitment to the goals and objectives of the Paris Agreement .,Statement of intent,"252 I would like to start by reaffirming Kazakhstan’s solid and continued commitment to the goals and objectives of the Paris Agreement .
",Statement of intent,1
253,"As you know, our country has set out the ambitious target of achieving Net Zero by 2060 .",Not relevant,"253 As you know, our country has set out the ambitious target of achieving Net Zero by 2060 .
",Statement of intent,1
254,"As part of this, we are planning to adopt our first-ever Low-Carbon Development Strategy by the end of this year.",Statement of intent,"254 As part of this, we are planning to adopt our first-ever Low-Carbon Development Strategy by the end of this year.
",Statement of intent,1
255,This will mark a historic moment: the first time a country in Central Asia has laid out such an ambitious document.,Statement of intent,"255 This will mark a historic moment: the first time a country in Central Asia has laid out such an ambitious document.
",Not relevant,1
256,This strategy will update our Nationally Determined Contributions : in it we will pledge to achieve an unconditional 15% reduction of our carbon emissions by 2030 .,Statement of intent,"256 This strategy will update our Nationally Determined Contributions : in it we will pledge to achieve an unconditional 15% reduction of our carbon emissions by 2030 .
",Statement of intent,1
257,We have also set a conditional target of 25% that relies on the possibility of additional support from international partner s.,Not relevant,"257 We have also set a conditional target of 25% that relies on the possibility of additional support from international partner s.
",Statement of intent,1
258,"Currently, “green” energy represents 3% of Kazakhstan’s total energy supply.",Not relevant,"258 Currently, “green” energy represents 3% of Kazakhstan’s total energy supply.
",Not relevant,1
259,We have set a target of increasing our renewable energy supply to 15% – that is at least 7 additional gigawatts by 2030 .,Not relevant,"259 We have set a target of increasing our renewable energy supply to 15% – that is at least 7 additional gigawatts by 2030 .
",Statement of intent,1
260,Kazakhstan has the potential to be a global green energy powerhouse.,Not relevant,"260 Kazakhstan has the potential to be a global green energy powerhouse.
",Not relevant,1
261,"Therefore, we are ready to act as a regional hub for renewables and to drive Central Asia’s green transition.",Not relevant,"261 Therefore, we are ready to act as a regional hub for renewables and to drive Central Asia’s green transition.
",Statement of intent,1
262, Green hydrogen will play a key role in this transition.,Not relevant,"262  Green hydrogen will play a key role in this transition.
",Not relevant,1
263,International experts believe that our country can become one of the ten largest hydrogen exporters .,Not relevant,"263 International experts believe that our country can become one of the ten largest hydrogen exporters .
",Not relevant,1
264,"In addition, Kazakhstan has a unique role to play in the global energy transition, thanks to its significant reserves of critical raw materials and elements.",Not relevant,"264 In addition, Kazakhstan has a unique role to play in the global energy transition, thanks to its significant reserves of critical raw materials and elements.
",Not relevant,1
