unique_id,text,PRINCIPLE_x,llm_query,PRINCIPLE_y,iteration
531,"Technology m echanism needs to be enhanced to support the rapid transfer of technologies from developed countries to de veloping countries, helping them to innovate and develop their own technologies.",prioritarian,"531 Technology m echanism needs to be enhanced to support the rapid transfer of technologies from developed countries to de veloping countries, helping them to innovate and develop their own technologies.
",prioritarian,1
533,"Direct access of all developing country parties of the convention and Paris Agreement to means of implementation including finance, technology trans fer and capacity building provided by multilateral supporting mechanism should be simplified and granted.",egalitarian,"533 Direct access of all developing country parties of the convention and Paris Agreement to means of implementation including finance, technology trans fer and capacity building provided by multilateral supporting mechanism should be simplified and granted.
",prioritarian,1
536,"In or der to increase adaptive capacity and resilience, we require the implementation of guarantees of the Paris Agreement in terms of the means of impl ementation.",general normative statement,"536 In or der to increase adaptive capacity and resilience, we require the implementation of guarantees of the Paris Agreement in terms of the means of impl ementation.
",prioritarian,1
542," Mr President,  We are in very important phase of operationalization of the Paris Agreement in the sense that we need to establish rules and processes necessary to provide operational guidance as well as promote a message of unity amongst Parties, trust and confidence in the process as a key moment .",egalitarian,"542  Mr President,  We are in very important phase of operationalization of the Paris Agreement in the sense that we need to establish rules and processes necessary to provide operational guidance as well as promote a message of unity amongst Parties, trust and confidence in the process as a key moment .
",general normative statement,1
545, We must never out of sight the importance of the cooperation between countries and further work on the inclusion of al l countries in the world in the climate and environmental protection .,egalitarian,"545  We must never out of sight the importance of the cooperation between countries and further work on the inclusion of al l countries in the world in the climate and environmental protection .
",egalitarian,1
546,"We must activate all our efforts to preserve the environment for future generations, and related to it I would like to thank to all those who, despite the many obstacles and difficulties , continue in these efforts.",utilitarian,"546 We must activate all our efforts to preserve the environment for future generations, and related to it I would like to thank to all those who, despite the many obstacles and difficulties , continue in these efforts.
",utilitarian,1
556," If we want to stand a chance to meet these objective s, we will all have to step up our efforts significantly.",egalitarian,"556  If we want to stand a chance to meet these objective s, we will all have to step up our efforts significantly.
",general normative statement,1
570,"We should make the most of these opportunities by developing and implementing innovative solutions, enabling our businesses to contribute to, and benefit from, the global transition towards a carbon -neutral economy .",libertarian,"570 We should make the most of these opportunities by developing and implementing innovative solutions, enabling our businesses to contribute to, and benefit from, the global transition towards a carbon -neutral economy .
",libertarian,1
582,The consequences of global warming has a direct healtheffect and the health of this and our future generations depends onthe actions we take now!,utilitarian,"582 The consequences of global warming has a direct healtheffect and the health of this and our future generations depends onthe actions we take now!
",utilitarian,1
593,It is of great importance for the benefit of all mankind to secure thesustainability of our forests and its rich biodiversity.,utilitarian,"593 It is of great importance for the benefit of all mankind to secure thesustainability of our forests and its rich biodiversity.
",utilitarian,1
594,"In this regard, itis our firm opinion that the international community has a moralobligation towards Suriname for its contribution to the mitigation ofclimate change.",general normative statement,"594 In this regard, itis our firm opinion that the international community has a moralobligation towards Suriname for its contribution to the mitigation ofclimate change.
",prioritarian,1
610,"This is anenormous task, but we need to see more ambition on climate action across theworld.",general normative statement,"610 This is anenormous task, but we need to see more ambition on climate action across theworld.
",general normative statement,1
613,"Mr President, We urge all Parties to work in the Talanoa spirit of solidarity andcooperation moving forward.",egalitarian,"613 Mr President, We urge all Parties to work in the Talanoa spirit of solidarity andcooperation moving forward.
",egalitarian,1
614,We believe that rapid implementation of the ParisAgreement is of existential importance.,utilitarian,"614 We believe that rapid implementation of the ParisAgreement is of existential importance.
",utilitarian,1
615,"The global response to climate changemust put fairness and equity at the heart of its work, and to keep the needs andaspirations of the world’s most vulnerable countries in its line of sight.",egalitarian,"615 The global response to climate changemust put fairness and equity at the heart of its work, and to keep the needs andaspirations of the world’s most vulnerable countries in its line of sight.
",prioritarian,1
619,All nations must raise their ambition and implement significant sectorwideemission reductions as a matter of urgency.,egalitarian,"619 All nations must raise their ambition and implement significant sectorwideemission reductions as a matter of urgency.
",utilitarian,1
621,"COP 23 must make an immediate and strong decision on theWarsaw International Mechanism (WIM) that raises the profile of loss anddamage within the convention, with new and additional finance to helpdeveloping nations cope with unavoidable economic and non-economic losses ofclimate change.",prioritarian,"621 COP 23 must make an immediate and strong decision on theWarsaw International Mechanism (WIM) that raises the profile of loss anddamage within the convention, with new and additional finance to helpdeveloping nations cope with unavoidable economic and non-economic losses ofclimate change.
",prioritarian,1
625,"We insist that climate action needs adequate, reliable, long-term finance support.",prioritarian,"625 We insist that climate action needs adequate, reliable, long-term finance support.
",sufficientarian,1
627,"The targeted 100 billion USD per year ofpublic sector finance must urgently be mobilized for climate adaptation,mitigation and loss & damage actions, ensuring simplified access for developingcountry Parties.",prioritarian,"627 The targeted 100 billion USD per year ofpublic sector finance must urgently be mobilized for climate adaptation,mitigation and loss & damage actions, ensuring simplified access for developingcountry Parties.
",prioritarian,1
629,"Vanuatu embraces the vision of global climate action that actively promoteshuman rights, gender equality and sustainable development for all Parties.",egalitarian,"629 Vanuatu embraces the vision of global climate action that actively promoteshuman rights, gender equality and sustainable development for all Parties.
",egalitarian,1
630,"To borrow a phrase from the Peoples’ Climate March: to change everything, weneed everyone.",egalitarian,"630 To borrow a phrase from the Peoples’ Climate March: to change everything, weneed everyone.
",egalitarian,1
632,"Your Excellency, COP President, thisis a great opportunity for the Pacific, we, the small island developing states needunited leadership now for an ambitious outcome of this Islands COP, we surviveor we sink together.",prioritarian,"632 Your Excellency, COP President, thisis a great opportunity for the Pacific, we, the small island developing states needunited leadership now for an ambitious outcome of this Islands COP, we surviveor we sink together.
",egalitarian,1
647,"Therefore, Indonesia would like to urge our d eveloped country par tners , to meet their pre -2020 commitment , and to rapidly increase their ambition in meeting the objectives of the Paris Agreement , both in emission reduction and in providing means of implementation , to developing countries .",prioritarian,"647 Therefore, Indonesia would like to urge our d eveloped country par tners , to meet their pre -2020 commitment , and to rapidly increase their ambition in meeting the objectives of the Paris Agreement , both in emission reduction and in providing means of implementation , to developing countries .
",prioritarian,1
650,"Indonesia , would like to see fair and just international policies that are conducive for both international and national interests.",egalitarian,"650 Indonesia , would like to see fair and just international policies that are conducive for both international and national interests.
",egalitarian,1
651,We could not accept the use of environmental issues including climate to be a means of disguise trade dis crimination against developing countries.,egalitarian,"651 We could not accept the use of environmental issues including climate to be a means of disguise trade dis crimination against developing countries.
",libertarian,1
659,We therefore urge Anne x I Parties to demonstrate leadership a nd raise their level of ambition to the scale req uired by science and equity.,egalitarian,"659 We therefore urge Anne x I Parties to demonstrate leadership a nd raise their level of ambition to the scale req uired by science and equity.
",egalitarian,1
660,"It is alarming to note that, as we become more aware of the intrinsic need to combat climate change, our actions are not commensurate with the essential level of commitment to th e objectives agreed under the Convention and the Paris Agreement.",general normative statement,"660 It is alarming to note that, as we become more aware of the intrinsic need to combat climate change, our actions are not commensurate with the essential level of commitment to th e objectives agreed under the Convention and the Paris Agreement.
",general normative statement,1
669,"Here in Katowice , we must finalise the structure that will bring the spirit and vision of the Paris Agreement to li fe - achieving the 1.5°C temp erature goal and protecting communities across the world from the devastating impacts of clima te change.",prioritarian,"669 Here in Katowice , we must finalise the structure that will bring the spirit and vision of the Paris Agreement to li fe - achieving the 1.5°C temp erature goal and protecting communities across the world from the devastating impacts of clima te change.
",utilitarian,1
671,"Mr. President,  In conclusion, we need commitments and united efforts on the on-going means of implementation in the form of financial resources, technology transfer and capacity building , for the period bey ond 2020 , to enable developing countries to implement their contributions.",prioritarian,"671 Mr. President,  In conclusion, we need commitments and united efforts on the on-going means of implementation in the form of financial resources, technology transfer and capacity building , for the period bey ond 2020 , to enable developing countries to implement their contributions.
",prioritarian,1
680,We need to replace selfish consumerism with a sharing philosophy.,egalitarian,"680 We need to replace selfish consumerism with a sharing philosophy.
",egalitarian,1
682,Only by changing the habits of our hearts will we start changing the heart of the unsustainable global energy system.,general normative statement,"682 Only by changing the habits of our hearts will we start changing the heart of the unsustainable global energy system.
",utilitarian,1
690,"It is necessary for the health of the people, especially the most vulnerable categories.",prioritarian,"690 It is necessary for the health of the people, especially the most vulnerable categories.
",prioritarian,1
691,"So, our permanent commitment must be green growth and development and lower carbon emissions.",prioritarian,"691 So, our permanent commitment must be green growth and development and lower carbon emissions.
",utilitarian,1
697,"Therefore, along the climate change mitigation rules, the decisions should include climate change adaptation of the most affected sectors.",prioritarian,"697 Therefore, along the climate change mitigation rules, the decisions should include climate change adaptation of the most affected sectors.
",prioritarian,1
701,"We need to run this race not to win, but to survive, not for ourselves, but for future generations.",utilitarian,"701 We need to run this race not to win, but to survive, not for ourselves, but for future generations.
",utilitarian,1
707,This is climate injustice against humanity.,utilitarian,"707 This is climate injustice against humanity.
",general normative statement,1
728,"All forms of finance – public and private, domestic and international – are essential and they should be seen as complementary and mutually reinforcing Finance must be coupled wi th relevant technology tran sfer and capacity building for implementation of ambitious emission reduction targets.",general normative statement,"728 All forms of finance – public and private, domestic and international – are essential and they should be seen as complementary and mutually reinforcing Finance must be coupled wi th relevant technology tran sfer and capacity building for implementation of ambitious emission reduction targets.
",egalitarian,1
730,"However, we also require political will and commitment by the international comm unity to achieve the objectives and targets we have all set and agreed in the various Climate Change Treaties.",general normative statement,"730 However, we also require political will and commitment by the international comm unity to achieve the objectives and targets we have all set and agreed in the various Climate Change Treaties.
",egalitarian,1
752,"Despite these positive developments on our part, international climate finance is not yet at the required scale, particularly for adaptation, and remains difficult to access for the most climate vulnerable countries.",prioritarian,"752 Despite these positive developments on our part, international climate finance is not yet at the required scale, particularly for adaptation, and remains difficult to access for the most climate vulnerable countries.
",prioritarian,1
753,"We call on develop ed countries to increase their contributions to financial mechanisms under the Convention, including GCF, LDCF and the Adaptation Fund.",prioritarian,"753 We call on develop ed countries to increase their contributions to financial mechanisms under the Convention, including GCF, LDCF and the Adaptation Fund.
",prioritarian,1
754,"We also call on the GCF board and secretariat to maintain their efforts to fast -track and simplify access to both readin ess and implementation finance for LDCs, particularly for adaptation.",prioritarian,"754 We also call on the GCF board and secretariat to maintain their efforts to fast -track and simplify access to both readin ess and implementation finance for LDCs, particularly for adaptation.
",prioritarian,1
771,We would like to recall that the Convention obliges developed country Parties to lead mitigation actions .,egalitarian,"771 We would like to recall that the Convention obliges developed country Parties to lead mitigation actions .
",egalitarian,1
772,"Hence, we urge developed countries to fulfil their reporting obligations and enhance action s to fill emissions reduction and means of implementation gaps in the pre -2020 period.",egalitarian,"772 Hence, we urge developed countries to fulfil their reporting obligations and enhance action s to fill emissions reduction and means of implementation gaps in the pre -2020 period.
",egalitarian,1
773,"Additionally, the replenishment of the Green Climate Fund is of paramount importance .",prioritarian,"773 Additionally, the replenishment of the Green Climate Fund is of paramount importance .
",prioritarian,1
791,"We might be on the verge of failing to meet the promises of theParis Agreement and lose the trust of our people, if we do not act quicklyand effectively.",general normative statement,"791 We might be on the verge of failing to meet the promises of theParis Agreement and lose the trust of our people, if we do not act quicklyand effectively.
",utilitarian,1
810,"Madam President, there is an urgent need for the International communityto step up efforts in terms of climate finance, technology transfer andcapacity of SIDS and mainland Africa.",prioritarian,"810 Madam President, there is an urgent need for the International communityto step up efforts in terms of climate finance, technology transfer andcapacity of SIDS and mainland Africa.
",prioritarian,1
813,We need touphold the scaling up of actions to achieve net zero emissions by 2050.,utilitarian,"813 We need touphold the scaling up of actions to achieve net zero emissions by 2050.
",utilitarian,1
825,"Madam President,In conclusion, we need to act promptly and effectively, and put ourdifferences aside for the common good at national and international level.",utilitarian,"825 Madam President,In conclusion, we need to act promptly and effectively, and put ourdifferences aside for the common good at national and international level.
",utilitarian,1
826,"We need to stay united and in solidarity with the weakest ones, that is, themost vulnerable countries.",prioritarian,"826 We need to stay united and in solidarity with the weakest ones, that is, themost vulnerable countries.
",prioritarian,1
828,"However, the support of the International Community is of criticalimportance to the sustainability of our planet and the survival of the humanrace.",utilitarian,"828 However, the support of the International Community is of criticalimportance to the sustainability of our planet and the survival of the humanrace.
",utilitarian,1
843,In this regard the following decisions are critical to us: Raising Ambition:Raising ambition is critical and I applaud you madam President for all the effort that we limit temperature raise to well below 2°C.,utilitarian,"843 In this regard the following decisions are critical to us: Raising Ambition:Raising ambition is critical and I applaud you madam President for all the effort that we limit temperature raise to well below 2°C.
",utilitarian,1
846,Finance: It is critical that climate finance remains high on the agenda in this COP.,general normative statement,"846 Finance: It is critical that climate finance remains high on the agenda in this COP.
",utilitarian,1
853,"To this end, consideration of the Loss and Damage is critical and therefore the need to finalise the WIM On Markets: We welcome the significant progress made over the years, on all major issues related to Article 6.",prioritarian,"853 To this end, consideration of the Loss and Damage is critical and therefore the need to finalise the WIM On Markets: We welcome the significant progress made over the years, on all major issues related to Article 6.
",prioritarian,1
854,"However as we finalise the rules for markets and non market mechanisms, we call the need to maintain environmental integrity, ensure adaptation mechanisms are an intergral part of article 6 and move beyond pure offsetting of emissions and deliver overall mitigation in global emissions, avoid double counting, not allow the carryover of pre-2020 Kyoto units to the Paris Agreement or other accounting loopholes, and deliver a share of proceeds from the market mechanisms for the Adaptation Fund",egalitarian,"854 However as we finalise the rules for markets and non market mechanisms, we call the need to maintain environmental integrity, ensure adaptation mechanisms are an intergral part of article 6 and move beyond pure offsetting of emissions and deliver overall mitigation in global emissions, avoid double counting, not allow the carryover of pre-2020 Kyoto units to the Paris Agreement or other accounting loopholes, and deliver a share of proceeds from the market mechanisms for the Adaptation Fund
",utilitarian,1
868,We need to mobilize and deploy the promised $100bn and the trillions needed to support developing co untries.,prioritarian,"868 We need to mobilize and deploy the promised $100bn and the trillions needed to support developing co untries.
",prioritarian,1
869,"Glasgow is an opportunity for our global community to respond with unity and solidarity, and we call on all parties to step up to the plate.",egalitarian,"869 Glasgow is an opportunity for our global community to respond with unity and solidarity, and we call on all parties to step up to the plate.
",egalitarian,1
870,We acknowledge that the transformation that is required will have its challenges and call for a just transition that leaves no one behind.,sufficientarian,"870 We acknowledge that the transformation that is required will have its challenges and call for a just transition that leaves no one behind.
",sufficientarian,1
872,"But let’s be absolutely clear - we cannot leave Glasgow without having done enough to keep the 1.5 goal within reach, and satisfactory outcomes on adaption and finance.",utilitarian,"872 But let’s be absolutely clear - we cannot leave Glasgow without having done enough to keep the 1.5 goal within reach, and satisfactory outcomes on adaption and finance.
",sufficientarian,1
875,"  We must seize this opportunity to show that we have the courage to take the decisive, ambitious and urgent actions that we all know are so desperately needed……...I thank you.",utilitarian,"875   We must seize this opportunity to show that we have the courage to take the decisive, ambitious and urgent actions that we all know are so desperately needed……...I thank you.
",utilitarian,1
895, It’s time that we do some actual work on the ground and build a framework for climate justice.,egalitarian,"895  It’s time that we do some actual work on the ground and build a framework for climate justice.
",general normative statement,1
896,"Those who have polluted and continue to pollute the Earth's environment through unthinking industrialization starting 200 years ago must pay for the grants, investments, and subsidies needed for the most vulnerable countries to adapt to climate change.",prioritarian,"896 Those who have polluted and continue to pollute the Earth's environment through unthinking industrialization starting 200 years ago must pay for the grants, investments, and subsidies needed for the most vulnerable countries to adapt to climate change.
",prioritarian,1
898,This is the time to finally begin acting on the fulfillment of our commitments and obligat ions to humanity.,utilitarian,"898 This is the time to finally begin acting on the fulfillment of our commitments and obligat ions to humanity.
",general normative statement,1
899,"Your Excellences, Ladies and Gentlemen,Addressing global warming and prevention of climate change depends on the ability of all nations to set aside differences and join together in resolving these challenges.",egalitarian,"899 Your Excellences, Ladies and Gentlemen,Addressing global warming and prevention of climate change depends on the ability of all nations to set aside differences and join together in resolving these challenges.
",egalitarian,1
909,Climate change requires all countries to work together and share knowledge and tools.,egalitarian,"909 Climate change requires all countries to work together and share knowledge and tools.
",egalitarian,1
910,"Therefore, there should be no discrimination or restrictions preventing countries from accessing and using technologies and financing tools that will facilitate development of new sustainable infrastructure, capture and storage, decarbonization, improvement of energy efficiency, and support transition to clean energy.",egalitarian,"910 Therefore, there should be no discrimination or restrictions preventing countries from accessing and using technologies and financing tools that will facilitate development of new sustainable infrastructure, capture and storage, decarbonization, improvement of energy efficiency, and support transition to clean energy.
",egalitarian,1
913,It iscritical to develop common fair and transparent rules for carbon pricing measurement and ensure their multilateral recognition and comparability between countries.,egalitarian,"913 It iscritical to develop common fair and transparent rules for carbon pricing measurement and ensure their multilateral recognition and comparability between countries.
",egalitarian,1
926,It is our deep belief that addressing global warming andclimate change should not lead to further increase of poverty.,egalitarian,"926 It is our deep belief that addressing global warming andclimate change should not lead to further increase of poverty.
",sufficientarian,1
929,The solution of this equilibrium will determine the living standard of our descendants.,utilitarian,"929 The solution of this equilibrium will determine the living standard of our descendants.
",sufficientarian,1
937,We must double down on our efforts to cut emissions and mitigate the impact of the climate crisis.,general normative statement,"937 We must double down on our efforts to cut emissions and mitigate the impact of the climate crisis.
",utilitarian,1
952,"It takes truly global action: not just by the EU and the rest of the developed world, although we do shoulder a special responsibility.",egalitarian,"952 It takes truly global action: not just by the EU and the rest of the developed world, although we do shoulder a special responsibility.
",egalitarian,1
953,We must all do our fair share – including those states whose toprepresentatives are not in Glasgow.,egalitarian,"953 We must all do our fair share – including those states whose toprepresentatives are not in Glasgow.
",egalitarian,1
958,We have different starting points and paths for development – but we do have one shared goal: preserving our planet.,utilitarian,"958 We have different starting points and paths for development – but we do have one shared goal: preserving our planet.
",egalitarian,1
965,"And for them, the world must act.",prioritarian,"965 And for them, the world must act.
",utilitarian,1
971," Such a transformation is both a challenge and an oppo rtunity, but mostly, it’s fundamentally necessary if we hope to have any success in mitigating climate change .",utilitarian,"971  Such a transformation is both a challenge and an oppo rtunity, but mostly, it’s fundamentally necessary if we hope to have any success in mitigating climate change .
",utilitarian,1
994,"  Just as we commit to this agenda as individual nations, our multilateral development banks – including the World Bank – must be wholeheartedly committed to this, from their purpose to their actions.",general normative statement,"994   Just as we commit to this agenda as individual nations, our multilateral development banks – including the World Bank – must be wholeheartedly committed to this, from their purpose to their actions.
",general normative statement,1
995, We have a moral imperative and driving need for our institutions to work with countries across the developed and developing world .,egalitarian,"995  We have a moral imperative and driving need for our institutions to work with countries across the developed and developing world .
",prioritarian,1
997,"This will mean increasing the proportion of funding spent on climate, but also ensuring that such funding doesn’t saddle developing countries with unsustai nable debt.",egalitarian,"997 This will mean increasing the proportion of funding spent on climate, but also ensuring that such funding doesn’t saddle developing countries with unsustai nable debt.
",prioritarian,1
998," This fight cannot be done by one nation – all emitters past, present and future have a responsibility to act.",egalitarian,"998  This fight cannot be done by one nation – all emitters past, present and future have a responsibility to act.
",egalitarian,1
1027,I see no tension between safeguarding the present and investing in the future.,utilitarian,"1027 I see no tension between safeguarding the present and investing in the future.
",general normative statement,1
1046,"• We must not forget that transition to a low -carbon society must be just and fair, leaving no one behind.",sufficientarian,"1046 • We must not forget that transition to a low -carbon society must be just and fair, leaving no one behind.
",sufficientarian,1
1048,"• Dear ministers, respected delegates, I invite you to work jointly for the well -being of current and future generations. ",utilitarian,"1048 • Dear ministers, respected delegates, I invite you to work jointly for the well -being of current and future generations. 
",utilitarian,1
1050,• The Sharm el Sheikh conference represents a key chance to adopt the decisions that w ill much influence the framework of action as regards the most important aspect of our li fe - the preservation of our common home - the planet .,utilitarian,"1050 • The Sharm el Sheikh conference represents a key chance to adopt the decisions that w ill much influence the framework of action as regards the most important aspect of our li fe - the preservation of our common home - the planet .
",utilitarian,1
1061,A balancebetween mitigation and adaptation has to be adopted.,general normative statement,"1061 A balancebetween mitigation and adaptation has to be adopted.
",general normative statement,1
1065,We therefore appeal to the developed countries to fulfil their pledges and to avail the necessary funds for Adaptation projects.,prioritarian,"1065 We therefore appeal to the developed countries to fulfil their pledges and to avail the necessary funds for Adaptation projects.
",prioritarian,1
1067,We therefore appeal to all parties that have not submitted their NDCs to do so urgently and for the developed countries parties to drastically cut their emissions such that we keep the 1.5 degrees goal alive.,egalitarian,"1067 We therefore appeal to all parties that have not submitted their NDCs to do so urgently and for the developed countries parties to drastically cut their emissions such that we keep the 1.5 degrees goal alive.
",egalitarian,1
1087,"Being one of the c ountries most affected by climate change, our shared goal must be to bridge the gap between aspiration and action , through strong g lobal cooperation.",prioritarian,"1087 Being one of the c ountries most affected by climate change, our shared goal must be to bridge the gap between aspiration and action , through strong g lobal cooperation.
",utilitarian,1
1088,"We encourage the international community to honour their commitments to international agreements, particularly the Paris Agreement.",egalitarian,"1088 We encourage the international community to honour their commitments to international agreements, particularly the Paris Agreement.
",general normative statement,1
1089,"Adequate and predictable funding, structured for quick disbursement and not tied up in complex red -tape, is essential to support countries like ours, as we embark on this transformative journey.",prioritarian,"1089 Adequate and predictable funding, structured for quick disbursement and not tied up in complex red -tape, is essential to support countries like ours, as we embark on this transformative journey.
",prioritarian,1
1090,"We call upon the developed countries that have contributed more to the accumulation of greenhouse gas emissions, to deliver on their promise s and increase financial support to vulnerable nations , to enable them undertake the necessary transitions , and build climate -resilient societies that are critical to meeting the SDG targets.",prioritarian,"1090 We call upon the developed countries that have contributed more to the accumulation of greenhouse gas emissions, to deliver on their promise s and increase financial support to vulnerable nations , to enable them undertake the necessary transitions , and build climate -resilient societies that are critical to meeting the SDG targets.
",prioritarian,1
1092,"We must educate our citizens about climate change, foster a sense of stewardship, and inspire them to participate actively in our efforts to transition and adapt.",general normative statement,"1092 We must educate our citizens about climate change, foster a sense of stewardship, and inspire them to participate actively in our efforts to transition and adapt.
",utilitarian,1
1093,"We must view climate education as an investment in the future , which require s the effort of all.",utilitarian,"1093 We must view climate education as an investment in the future , which require s the effort of all.
",utilitarian,1
1095,"It is incumbent upon us to act together, with determination and urgency.",utilitarian,"1095 It is incumbent upon us to act together, with determination and urgency.
",egalitarian,1
1098,"Together, we can achieve our climate goals, and through collective action, we can ensure that finance, climate transition, and adaptation are not just themes for discussion but cornerstones of our shared future to have a healthy and wealthy planet.",utilitarian,"1098 Together, we can achieve our climate goals, and through collective action, we can ensure that finance, climate transition, and adaptation are not just themes for discussion but cornerstones of our shared future to have a healthy and wealthy planet.
",utilitarian,1
1099,"Thank you, and let us work together for a more sustainable and resilient world.",utilitarian,"1099 Thank you, and let us work together for a more sustainable and resilient world.
",general normative statement,1
1110,"We implore the global commun ity to bolster international cooperation, facilitating the transfer of green technologies to developing nations and call for the phase out of fossil fuel as a priority.",prioritarian,"1110 We implore the global commun ity to bolster international cooperation, facilitating the transfer of green technologies to developing nations and call for the phase out of fossil fuel as a priority.
",egalitarian,1
1113,"  We call for increased support to enhance our adaptive capacity, especially in the areas of water resource management, agriculture, health and infrastructure.",prioritarian,"1113   We call for increased support to enhance our adaptive capacity, especially in the areas of water resource management, agriculture, health and infrastructure.
",prioritarian,1
1117,It is imperative that adaptation financing must be the high point of COP28 and becomes more accessible and tailored to the specific needs of the most vulnerable.,prioritarian,"1117 It is imperative that adaptation financing must be the high point of COP28 and becomes more accessible and tailored to the specific needs of the most vulnerable.
",prioritarian,1
1120,"We urge o thers to contribute to the fund that will assist developing countries in coping with the unavoidable consequences of climate change, including addressing the displacement of communities and the loss of biodiversity.",prioritarian,"1120 We urge o thers to contribute to the fund that will assist developing countries in coping with the unavoidable consequences of climate change, including addressing the displacement of communities and the loss of biodiversity.
",prioritarian,1
1121,Until the fund is fully funded and opera tionalised Jamaica calls for consideration to be given to the facilitation of an emergency compensation mechanism for the 20? Most impacted countries to receive well needed assistance immediately.,prioritarian,"1121 Until the fund is fully funded and opera tionalised Jamaica calls for consideration to be given to the facilitation of an emergency compensation mechanism for the 20? Most impacted countries to receive well needed assistance immediately.
",prioritarian,1
1123,"Jamaica urges developed nations to fulfill their commitment to mobilize $100 billion annually, with a substantial portion allocated to adaptation efforts.",general normative statement,"1123 Jamaica urges developed nations to fulfill their commitment to mobilize $100 billion annually, with a substantial portion allocated to adaptation efforts.
",egalitarian,1
1127,We emphasize the need for coherent and comprehensive policies that integrate climate considerations across all sectors.,egalitarian,"1127 We emphasize the need for coherent and comprehensive policies that integrate climate considerations across all sectors.
",general normative statement,1
1129,In addition we urge that climate change impacts on Oceans and Education be included in the critical areas for mainstreaming attention.,general normative statement,"1129 In addition we urge that climate change impacts on Oceans and Education be included in the critical areas for mainstreaming attention.
",general normative statement,1
1135,"We encourage all nations to adopt a similar approach, recognizing that collective action is the only way forwar d.",egalitarian,"1135 We encourage all nations to adopt a similar approach, recognizing that collective action is the only way forwar d.
",utilitarian,1
1139,"Let us rise above our differences, unite in purpose, and forge a path towards a sustainable and resilient future.",egalitarian,"1139 Let us rise above our differences, unite in purpose, and forge a path towards a sustainable and resilient future.
",utilitarian,1
1150," So, my friends, as we meet here today to talk about inclusivity in climate response , let’s be inclusive of the most vulnerable : Palestinians , severely impacted by the war on Gaza.",prioritarian,"1150  So, my friends, as we meet here today to talk about inclusivity in climate response , let’s be inclusive of the most vulnerable : Palestinians , severely impacted by the war on Gaza.
",prioritarian,1
1172," As we work to catch up on lost time and progress , we cannot forget the most vulnerable .",prioritarian,"1172  As we work to catch up on lost time and progress , we cannot forget the most vulnerable .
",prioritarian,1
1173," Conflict -ridden communities, refugees, and developing countries must not be left alone to face a global problem.",prioritarian,"1173  Conflict -ridden communities, refugees, and developing countries must not be left alone to face a global problem.
",prioritarian,1
1174,"Nor can we stand by , as the massive destruction of a relentless war in Gaza threatens more people and holds back progress toward a better global future.",utilitarian,"1174 Nor can we stand by , as the massive destruction of a relentless war in Gaza threatens more people and holds back progress toward a better global future.
",utilitarian,1
1198," We recognise that we must deliver on our collective commitment to the US $100 billion goal, and on loss and damage finance, and do it in a way that works for our partners in the Pacific.",prioritarian,"1198  We recognise that we must deliver on our collective commitment to the US $100 billion goal, and on loss and damage finance, and do it in a way that works for our partners in the Pacific.
",egalitarian,1
1205," We need a course correction, and working together is critical for global prosperity in a carbon constrained future.",utilitarian,"1205  We need a course correction, and working together is critical for global prosperity in a carbon constrained future.
",utilitarian,1
